,ID,General.All.ID,General.All.rtmed,General.All.mzmed,General.All.annot_ms1,General.All.annot_ms2,General.Extended.mzmin,General.Extended.mzmax,General.Extended.rtmin,General.Extended.rtmax,General.Extended.npeaks,General.Extended.peakidx,General.Extended.ms2spectrum,General.Extended.purity,PCA_filled.All_samples.PC1..54..,PCA_filled.All_samples.PC2..18.5..,PCA_filled.All_samples.PC3..8.6..,PCA_filled.All_samples.PC4..4.2..,PCA_filled.All_samples.PC5..3.6..,PCA_filled.All_samples.PC6..2.6..,PCA_filled.samples.PC1..59.8..,PCA_filled.samples.PC2..17.8..,PCA_filled.samples.PC3..7.6..,PCA_filled.samples.PC4..3.9..,PCA_filled.samples.PC5..2.8..,PCA_filled.samples.PC6..1.8..,PCA_filled.samples.PC7..1.5..,PCA_filled.samples.PC8..1.3..,PCA_filled.samples.PC9..1.1..,PCA_filled.samples.PC10..0.8..,PCA_filled.samples.PC11..0.7..,PCA_filled.samples.PC12..0.6..,PCA_filled.samples.PC13..0.4..,PCA_filled.samples.PC14..0..,PCA_nofill.All_samples.PC1..63.8..,PCA_nofill.All_samples.PC2..12.2..,PCA_nofill.All_samples.PC3..7.3..,PCA_nofill.All_samples.PC4..4..,PCA_nofill.All_samples.PC5..3.4..,PCA_nofill.All_samples.PC6..2.2..,PCA_nofill.samples.PC1..69.2..,PCA_nofill.samples.PC2..11..,PCA_nofill.samples.PC3..7.2..,PCA_nofill.samples.PC4..3.1..,PCA_nofill.samples.PC5..2.3..,PCA_nofill.samples.PC6..1.7..,PCA_nofill.samples.PC7..1.3..,PCA_nofill.samples.PC8..1.1..,PCA_nofill.samples.PC9..0.8..,PCA_nofill.samples.PC10..0.7..,PCA_nofill.samples.PC11..0.6..,PCA_nofill.samples.PC12..0.5..,PCA_nofill.samples.PC13..0.4..,PCA_nofill.samples.PC14..0..,Stats.Mean.DMSO_SP,Stats.N.value.DMSO_SP,Stats.Quantile.DMSO_SP,Stats.Mean.DMSO_EP,Stats.N.value.DMSO_EP,Stats.Quantile.DMSO_EP,Stats.Mean.I_EP,Stats.N.value.I_EP,Stats.Quantile.I_EP,Stats.Mean.DMSO_I,Stats.N.value.DMSO_I,Stats.Quantile.DMSO_I,Stats.Mean.QC_QC,Stats.N.value.QC_QC,Stats.Quantile.QC_QC,ttest.DMSO_SP_vs_DMSO_EP.pvalue,ttest.DMSO_SP_vs_DMSO_EP.log.pvalue,ttest.DMSO_SP_vs_DMSO_EP.fdr,ttest.DMSO_SP_vs_DMSO_EP.log.fdr,ttest.DMSO_SP_vs_DMSO_EP.mean.diff,ttest.DMSO_SP_vs_I_EP.pvalue,ttest.DMSO_SP_vs_I_EP.log.pvalue,ttest.DMSO_SP_vs_I_EP.fdr,ttest.DMSO_SP_vs_I_EP.log.fdr,ttest.DMSO_SP_vs_I_EP.mean.diff,ttest.DMSO_SP_vs_DMSO_I.pvalue,ttest.DMSO_SP_vs_DMSO_I.log.pvalue,ttest.DMSO_SP_vs_DMSO_I.fdr,ttest.DMSO_SP_vs_DMSO_I.log.fdr,ttest.DMSO_SP_vs_DMSO_I.mean.diff,ttest.DMSO_SP_vs_QC_QC.pvalue,ttest.DMSO_SP_vs_QC_QC.log.pvalue,ttest.DMSO_SP_vs_QC_QC.fdr,ttest.DMSO_SP_vs_QC_QC.log.fdr,ttest.DMSO_SP_vs_QC_QC.mean.diff,ttest.DMSO_EP_vs_I_EP.pvalue,ttest.DMSO_EP_vs_I_EP.log.pvalue,ttest.DMSO_EP_vs_I_EP.fdr,ttest.DMSO_EP_vs_I_EP.log.fdr,ttest.DMSO_EP_vs_I_EP.mean.diff,ttest.DMSO_EP_vs_DMSO_I.pvalue,ttest.DMSO_EP_vs_DMSO_I.log.pvalue,ttest.DMSO_EP_vs_DMSO_I.fdr,ttest.DMSO_EP_vs_DMSO_I.log.fdr,ttest.DMSO_EP_vs_DMSO_I.mean.diff,ttest.DMSO_EP_vs_QC_QC.pvalue,ttest.DMSO_EP_vs_QC_QC.log.pvalue,ttest.DMSO_EP_vs_QC_QC.fdr,ttest.DMSO_EP_vs_QC_QC.log.fdr,ttest.DMSO_EP_vs_QC_QC.mean.diff,ttest.I_EP_vs_DMSO_I.pvalue,ttest.I_EP_vs_DMSO_I.log.pvalue,ttest.I_EP_vs_DMSO_I.fdr,ttest.I_EP_vs_DMSO_I.log.fdr,ttest.I_EP_vs_DMSO_I.mean.diff,ttest.I_EP_vs_QC_QC.pvalue,ttest.I_EP_vs_QC_QC.log.pvalue,ttest.I_EP_vs_QC_QC.fdr,ttest.I_EP_vs_QC_QC.log.fdr,ttest.I_EP_vs_QC_QC.mean.diff,ttest.DMSO_I_vs_QC_QC.pvalue,ttest.DMSO_I_vs_QC_QC.log.pvalue,ttest.DMSO_I_vs_QC_QC.fdr,ttest.DMSO_I_vs_QC_QC.log.fdr,ttest.DMSO_I_vs_QC_QC.mean.diff
10,FT0011,FT0011,68.4411849549726,89.0247084933888,L-Lactic acid;Hydroxypropionic acid;Glyceraldehyde,1,89.0246903532123,89.024811641505,67.8873506884011,69.1819017950179,3,1583;3028;21852;26919;33570;35848;38172;40439;42563;44666;46785;48878;50915;52966;57247;59385,,0.0,0.007632105402215,-0.004430716436524,-0.010125007874466,0.004059373418148,-0.012412239397205,-0.002555423990343,0.007612618178791,-0.003986211623262,0.01472738452717,-0.006141991324302,0.003418178175606,0.001236420319258,-0.000754807726063,0.002395954001156,0.009251708406061,-0.005106019457811,-0.002109403680059,-0.003843473950402,0.008451632508384,-0.077492869189614,0.010091993079152,-0.015616606373774,-0.004035827690089,-0.004641102820334,-0.017690061994819,-0.002860175543284,0.009986406401466,-0.01755031348031,-0.011859181397207,0.007330787055541,-7.55569209417816e-05,0.00303300700523,0.004615031792577,-0.011261642695016,-0.003931975456976,0.007825176786758,0.010047086325996,0.00642926761927,0.010018990617349,0.045040016415841,4.02764955006396,4,0.658942065491184,4.77600499516172,3,0.910327455919395,4.22955877946146,3,0.751385390428212,3.94126029890774,4,0.609319899244332,4.09879143640595,2,0.730982367758186,1.11336574185629e-05,4.95336214601783,8.60811007968012e-05,4.0650921879263,-0.748355445097753,0.055658318474268,1.25446991852619,0.081854140141222,1.08695934930012,-0.201909229397495,0.105540890753223,0.976579244746947,0.238191541202211,0.623073665499892,0.086389251156226,0.221772895859886,0.654091532568152,0.340502669625909,0.467879478760723,-0.07114188634199,0.004074165087174,2.38996137715323,0.035783382846185,1.44631860502118,0.546446215700258,1.06079388018758e-05,4.97436899441482,6.09071203196236e-05,4.21533193339731,0.834744696253979,0.000640249908309,3.19365047505533,0.005007682143469,2.30036324523659,0.677213558755764,0.018397635556796,1.73523798843716,0.026582479001347,1.57540452051884,0.288298480553721,0.341267169178118,0.46690549001201,0.44285146779796,0.353741911547325,0.130767343055505,0.046657912925228,1.33107469171734,0.132682394676973,0.877186698852809,-0.157531137498216
11,FT0012,FT0012,49.2205931336928,89.0253549304215,Hydroxypropionic acid;Dihydroxyacetone;Dimethyl carbonate,1,89.0244973277667,89.0259499989057,48.9525368967662,49.9295310210821,3,1584;4580;21853;26920;31332;35849;38173;40440;42564;44667;46786;48879;50916;52967;57248;59386,78.96117;89.02547|115.20556867756;58.3838890956017,1.0,0.003763010414814,-0.004789992709775,-0.011885591206185,0.004328403143107,-0.011134222066333,0.003762739470915,0.00383205409126,-0.003993126295465,0.015141921334922,-0.008105937003818,-0.002100648862545,-0.000108335590601,0.000507691917162,-0.000207682288894,0.001388170635748,0.000542931035106,-0.002663944218034,-0.004313320917894,0.011094461086479,-0.050655844860424,0.004960911476087,-0.016221379659981,-0.007805530881844,-0.004161102068572,-0.014421992376636,-0.011927282044294,0.004988236454859,-0.016385214289778,-0.013758095318795,0.009102138430123,0.008669458287799,0.005293505938582,0.002154177577619,-0.000235663369086,0.000268620746639,0.00310207832258,0.002003756657103,0.011054402054405,0.015056234628376,-0.047271510817401,3.85999933723969,4,0.575314861460957,4.38654722701269,3,0.806297229219144,3.8515159700514,3,0.572544080604534,3.83366839826831,4,0.553400503778337,3.86327785135718,2,0.600755667506297,0.000313000611659,3.50445481376393,0.000981014937166,3.00832437989882,-0.526547889773002,0.944485908684877,0.024804517176825,0.952475663872419,0.021146111905299,0.008483367188283,0.562780517639869,0.249660945402094,0.69848801878257,0.155841038971765,0.026330938971372,0.968880041391069,0.013729990324789,0.979239756701259,0.009110962676586,-0.003278514117492,0.018647471664506,1.72938004410138,0.097843363306754,1.00946862710363,0.535031256961285,0.000142111073931,3.84737207858473,0.000400992445414,3.39686380929023,0.552878828744373,0.013241368601654,1.87806712475823,0.03217150143731,1.49252867019152,0.52326937565551,0.880310097913913,0.055364316383937,0.894294014406525,0.048519676011563,0.017847571783089,0.952656147654722,0.021063825618872,0.965312795502971,0.01533193707157,-0.011761881305775,0.698175093943207,0.156035647867814,0.788852349095044,0.103004276859015,-0.029609453088863
12,FT0013,FT0013,390.389402986146,92.0506184468551,Aniline;3-Methylpyridine;2-Methylpyridine,1,92.0505499411221,92.0506869525882,390.098260366299,390.680545605993,2,3029;21854;26921;29061;33571;35850;38174;40441;42565;44668;46787;48880;50917;52968;57249;59387,238.2213;238.6026;238.847;240.3305;240.5746;240.609;240.7879;241.0729;241.2816;241.4023;241.5007;242.992;243.1851|36.3825811645825;63.7197287102197;36.4302088681256;63.9499607321682;45.7019981100927;36.5644159525004;128.021996343267;36.5996405190856;36.6154543648406;36.6246886579916;36.6322191088784;36.7450809085881;55.1397072073655,1.0,0.004453405280909,-0.001930560395327,0.002687003634755,0.002791679764518,0.002466614796751,-0.000764814407594,0.004427017455941,-0.001662929317194,-0.003922378756083,-0.002722203845549,0.002255343462849,0.002004765962137,-0.004635103036131,-0.001727847793268,-0.003427090389804,0.001824108079074,0.008741024866202,0.002142952302864,-0.005685168322278,0.073610794674745,0.00566589775578,-0.002107252182876,0.007473967419499,0.005487937446557,0.002022023920954,0.00122383515505,0.005634081525538,-0.00175054788118,0.008496475605754,0.004486060182277,-0.003376944291025,0.003073802501605,0.007600689250794,0.003647286494825,-0.006218562136969,-0.00309134261681,-0.012861910301864,-0.005630732865924,-0.007333851761627,0.047912697812935,3.07435188463295,4,0.27455919395466,3.21719515668815,3,0.325692695214106,3.27047497514806,3,0.316372795969773,2.88174743698711,4,0.171536523929471,2.988312139746,2,0.145591939546599,0.090137329969258,1.04509531066256,0.130653774226778,0.883878040187034,-0.142843272055201,0.031992508649416,1.4949517039646,0.051120073499209,1.29140853043108,-0.196123090515117,0.014380021108156,1.84224047646018,0.059216266463125,1.22755897799328,0.192604447645841,0.285116210924575,0.544978089197243,0.407135306415251,0.390261234352481,0.086039744886944,0.462234844776884,0.335137319082081,0.628805960011797,0.201483350575569,-0.053279818459916,0.001759030617704,2.7547266011429,0.003248704539512,2.48828978471359,0.335447719701042,0.034458402084455,1.46270486565741,0.066311127617685,1.17841358686744,0.228883016942145,0.000761664248465,3.11823642914979,0.001725713568664,2.76303128618246,0.388727538160958,0.016395954900095,1.78526328495586,0.045130965664032,1.34552537381259,0.282162835402061,0.091694559220764,1.03765643281963,0.209569984529037,0.678670918667649,-0.106564702758897
13,FT0014,FT0014,43.321524540834,92.9282711967839,,NI,92.9279830238305,92.9313281901533,41.7318780742894,43.8133488076665,10,5;1585;3030;4582;6171;7819;9446;19968;21855;25208;42566;44669;46788;48881;50918;57250,92.928|889.607565868188,1.0,0.005980389208638,0.001348114975493,-0.001731916638562,0.000125627975888,0.006533870870293,0.002754596752793,0.005998945596466,0.002466281704397,-0.000718227271301,0.003034730270594,-0.004616485008512,0.001610097948055,-0.006371767404354,0.00147046927616,0.003551120126724,0.002208253708096,-0.001903206462389,0.010681401414684,-0.00516677492115,0.025242131783152,0.008160528233701,0.000154605531368,-0.00153004278456,0.002660226990956,0.008950937476806,-0.001309521075821,0.008147187209069,0.002722576196038,0.001025812536661,-0.006509938822628,0.005756214209837,0.001064726328269,0.006593862248883,-0.001695273478523,-0.001762956394956,-0.009263714652957,0.006806682972897,-0.018529929766931,-0.00257351197205,-0.139945043052579,3.95586980044487,4,0.624433249370277,4.28703376427426,3,0.771284634760705,4.42367471091535,3,0.82367758186398,3.94448452926258,4,0.609571788413098,4.01017998891496,2,0.681108312342569,0.005228461361978,2.28162609704392,0.010792720932448,1.96686905235332,-0.331163963829391,0.001081813157385,2.96584774082227,0.002820313426875,2.54970262501454,-0.467804910470474,0.839878727226852,0.075783418579139,0.89992237329368,0.045794950898659,0.011385271182295,0.535186902286415,0.271494523667624,0.644431908424953,0.190822964047662,-0.054310188470085,0.062758837199495,1.20232511165172,0.211494587849971,0.674700741749774,-0.136640946641084,0.00020786700712,3.6822144368964,0.000543863677359,3.26450994513645,0.342549235011686,0.013871301927393,1.857882775167,0.033134216998646,1.47972328785198,0.276853775359306,3.24472534532859e-05,4.48882205881937,0.0001501206067,3.82355968908895,0.479190181652769,0.003846120512179,2.41497711194511,0.01807312079538,1.74296684870148,0.413494722000389,0.051151357996793,1.29114283188956,0.141603235989727,0.84892682181275,-0.06569545965238
14,FT0015,FT0015,68.5063234091951,94.9807330288804,Silicic acid;Mesylate,1,94.9805080703864,94.9808452869445,66.8804778167136,69.7534996574154,16,6;1586;3031;4583;6172;7821;9447;11085;12763;14444;16223;18141;19970;21856;23427;25209,79.95834|15924.5326874293,1.0,0.000667626253948,-0.000110460291155,-0.001029183251182,0.001999029918937,0.004223682986577,-0.002883196156981,0.000603242159189,0.000890456218798,0.00036201206759,0.002377167235808,0.000671868723241,0.008705078935193,-0.009263052774344,0.001585062039167,-0.003061922253939,-0.008080776337277,-0.005228898462801,0.005024564367905,-0.001637203232988,0.006697272580858,0.000950498553792,-0.000737654653903,-0.001468419390565,0.004344777731087,0.002432687218277,0.00626512728855,0.000888853522228,0.00111452741396,-0.001088734141488,-0.003819588387569,-0.002998782132398,-0.001883497987352,0.019624241085175,-0.000943392961956,0.012411119545126,0.001291160708186,0.004170080592028,-0.013594399250183,-0.000830652110883,0.008446916367912,3.98362465936137,4,0.63551637279597,4.04626489735853,3,0.664231738035264,4.05256267358962,3,0.660453400503778,4.01907868603822,4,0.649874055415617,3.90379944611205,2,0.622166246851385,0.529847838768452,0.275848832797532,0.601628684662923,0.220671465478517,-0.062640237997165,0.44826319126443,0.348466921377476,0.49885923463487,0.302021983927077,-0.068938014228255,0.665625659205869,0.176769944775133,0.774828334484259,0.110794506067072,-0.035454026676849,0.474006129846481,0.324216041994083,0.588853754260127,0.229992551739558,0.079825213249315,0.928436560982556,0.032247765759918,0.958464879941497,0.018423795907513,-0.00629777623109,0.703285229478693,0.152868503620662,0.737787421855664,0.13206875310114,0.027186211320316,0.154351234950774,0.811489891415699,0.221698409100786,0.654237423354745,0.14246545124648,0.564232221344402,0.248542116421517,0.596899881971867,0.224098506983635,0.033483987551406,0.040725288878346,1.39013582640984,0.086142131035478,1.06478438860429,0.14876322747757,0.129600497413007,0.887393331618902,0.260844836751597,0.583617755424195,0.115279239926164
15,FT0016,FT0016,53.638746541534,96.9694780216894,Hydrogen phosphate;Hydrogen carbonate,2,96.9690925009004,96.9696104755301,51.6623897922885,54.865537407462,16,7;1587;3032;4584;6173;7822;9448;11086;12764;14445;16224;18142;19971;21857;23428;25210,62.77688;62.96475;78.72225;78.96013;79.21576;79.34403;79.40729;79.42582;79.46084;79.51285;79.95723;96.96679|424.899332291761;244858.769885425;5353.32675505355;2313729.4896289;474.676045273168;511.80226313603;5245.36740668666;4459.99577477066;2314.13445617074;1411.11826884653;6710.22538469757;6925.03513360447,1.0,0.003249030935712,-0.001111937855906,-0.000213790883613,0.002203759706308,0.000176378881691,0.000117006732045,0.003167623168984,-0.000638260687648,0.000701491270382,-0.000605537288293,-0.000981569553582,-0.00037789185964,-0.002623416996086,0.002839571017122,0.003068323645188,0.001390070454752,0.003666404253908,0.001666002813219,-0.002222615321169,-0.000196539411416,0.004252107757186,-0.002526018641931,0.002315419143697,0.002916373401488,-0.001075313071522,-0.000148347859051,0.00414777116584,-0.002394643232153,0.001156377612447,-0.000100658901608,0.001898318287417,0.002215269184518,0.001887914998691,-0.005682483035682,-0.004208636056416,-0.00472124126255,-0.00229862940578,-0.004036534925609,-0.002317728764743,5.25087744421185e-07,5.32397859126984,4,0.975314861460957,5.50761717652075,3,0.987153652392947,5.48085130400254,3,0.985390428211587,5.25415827358457,4,0.972292191435768,5.27310028797666,2,0.981360201511335,0.004440116624509,2.35260562251703,0.009379475042214,2.02782146787358,-0.183638585250909,0.004297124001759,2.36682211373463,0.009035214229246,2.04406154565133,-0.1568727127327,0.041340165702328,1.38362778693799,0.127113759700455,0.895807435767478,0.069820317685271,0.401786146797332,0.396005041388649,0.523152181956514,0.281371958990915,0.050878303293188,0.380251398684956,0.419929179799511,0.559965112992174,0.251839029613364,0.026765872518209,0.000107640148988,3.96802570978573,0.000325056816335,3.48804072251636,0.25345890293618,0.025525181513567,1.59303116089393,0.052532384970898,1.2795728817747,0.234516888544097,6.68439107679525e-06,5.17493814921466,5.29014184021819e-05,4.27653268342828,0.226693030417971,0.022234248042567,1.65297755371161,0.055251270511792,1.25765773085704,0.207751016025888,0.655649231380956,0.183328443578749,0.752592737525536,0.123439976911455,-0.018942014392083
16,FT0017,FT0017,79.2907652540755,99.0087699224871,Succinic anhydride,1,99.0087270614851,99.0088192485045,79.1625546299299,80.1768720440231,3,4585;6174;7824;26922;29062;31333;40442;42567;44670;46789;48882;50919;52969;55031;57251;59388,81.95373|173.38583949805,0.75,0.029087884983199,0.022350395164425,0.006957063909771,-0.022838669354361,0.020506577442822,0.031525212304072,0.029764633846965,0.019380333698323,-0.019375570875065,0.014393453737889,-0.031357020862429,-0.000694868167113,0.015223951609801,-0.005109388189236,-0.010537450960753,-0.007556460808889,-0.006264654574096,0.003915454215442,-0.005697455367852,-0.008505119805064,0.040297864380334,0.034739730514104,-0.002434719988648,-0.021051883227586,0.049667117020625,-0.035538379867154,0.040732709222527,0.03436231502457,0.016645266600697,-0.022153645156875,0.03882501288176,-0.028449672803934,-0.015643333433548,0.015814176472546,0.018943467598959,0.007985361732159,-0.004895716194338,-0.001004770207639,-0.013306009151304,-0.008049956209661,1.9033140337315,4,0.111083123425693,3.19954921760101,3,0.320906801007557,4.62291405972091,3,0.882115869017632,1.91609554444284,4,0.068513853904282,3.42521175297556,2,0.33727959697733,0.000130348171106,3.88489505796776,0.000497217657542,3.30345345678666,-1.29623518386951,2.66260082024377e-06,5.57469393854042,3.53874041447264e-05,4.45115129401604,-2.71960002598941,0.915385585756499,0.038395930531944,0.951988024382004,0.021368514827213,-0.012781510711335,0.000633622807152,3.19816919877684,0.007508903117587,2.12442349905057,-1.52189771924406,1.25916345679499e-05,4.89991788881489,0.001704646803923,2.76836559144985,-1.4233648421199,2.26256102625619e-05,4.64539969808568,0.000102999901264,3.98716319160921,1.28345367315817,0.100264991078028,0.998850680496004,0.15764436220981,0.802321556187569,-0.225662535374546,3.15493305603721e-07,6.50100985153937,8.56802025149832e-06,5.06711951567018,2.70681851527807,0.000542843845766,3.26532508141557,0.007020996532404,2.15360124145874,1.19770230674535,0.000161906247192,3.7907363935654,0.005415508037307,2.2663607952807,-1.50911620853272
17,FT0018,FT0018,104.294012021466,99.0087578370664,Succinic anhydride,1,99.0087569472026,99.0088998403553,103.968170284524,106.560164738499,3,4586;6175;7823;26923;29063;31334;40443;42568;44671;46790;48883;50920;52970;55032;57252;59389,,0.0,0.027076897459377,0.021504865386737,0.006811987162424,-0.020169803364851,0.009336368104028,0.028313506072621,0.027660035608617,0.017576202776942,-0.014777492753907,0.008818050803576,-0.026683552956952,-0.002423123406195,0.009558102027444,0.000621345297826,0.001413172094118,-0.001974724268307,-0.009222637240144,0.007797133076515,0.002568318385909,-0.00754914227398,0.037565068808088,0.033000960169885,-0.001783906672179,-0.024896139451074,0.032210508778939,-0.035473506500074,0.037886509978196,0.028997134894621,0.011725460373786,-0.014813526905024,0.035303038253632,-0.018845318276789,-0.013162617469695,0.001933668278945,0.009624896341646,-0.002598223427997,0.011286031561047,-0.004698636647813,0.002580596230859,-0.005302486550162,2.27369224745581,4,0.146095717884131,3.57602890154547,3,0.454911838790932,4.75029400301752,3,0.909823677581864,2.3195943666376,4,0.103778337531486,3.833075329551,2,0.582871536523929,3.92146496846124e-05,4.40655166031013,0.000201727212465,3.69523551266387,-1.30233665408966,5.78179362777909e-08,7.23793741386153,5.60332442548296e-06,5.25155423169661,-2.47660175556171,0.305266884296142,0.515320305912632,0.482484768591829,0.316516392208129,-0.045902119181797,1.49356903526042e-05,4.82577469877814,0.000889335531198,3.05093435617746,-1.55938308209519,0.000342430718929,3.46542728236253,0.008348431878516,2.07839509223656,-1.17426510147205,2.73431397082874e-05,4.56315161852844,0.000119225187248,3.92363198681564,1.25643453490786,0.149546662805365,0.825223273982621,0.215734102956867,0.666081196782979,-0.257046428005529,1.90617757367827e-09,8.71983664426621,5.03866271975624e-07,6.29768471166827,2.43069963637991,0.000170153232362,3.76915979629651,0.005888037884574,2.2300294043417,0.917218673466519,9.98772645410232e-07,6.00053336070402,0.000264142072289,3.57816241928556,-1.51348096291339
18,FT0019,FT0019,627.334355611221,100.933750071837,,NI,100.933635132151,100.933947160913,618.281688859427,629.562079745044,7,8;1588;3033;6176;14446;18143;25211;33572;38175;40444;42569;44672;48884;52971;55033;57253,83.93315;99.92782|2371.74958597657;1120.40557843163,1.0,0.00396690733008,-0.002053709611733,-0.003466937246757,0.0020511052017,0.001451756703799,0.001810003068135,0.003927497275234,-0.000910945595577,0.003236003899619,0.000199495597901,-0.003343831066276,-0.001123885704885,-0.00362666799242,-0.001514755309026,0.00506194113388,-0.000584040734059,-0.001222146163887,-0.000654747444158,0.003682709898091,0.022774085068981,0.005235603525958,-0.006005700741663,-0.000637053630859,0.002537520922145,0.001689187702918,-0.002179308364252,0.005176144086292,-0.004354972083494,-0.001320492843784,-0.002919057897827,0.005845445357852,0.003921496169833,0.003314555875167,-0.002567941302385,-0.003983564918131,0.002445546263241,0.00620214043038,0.001610871626405,0.005544817120488,0.028249229934159,4.8651289686814,4,0.929974811083123,5.13857944059325,3,0.964231738035265,5.0540660265567,3,0.959445843828715,4.80340692376817,4,0.928211586901763,4.7782350331478,2,0.941309823677582,0.001076398635872,2.96802686129259,0.002746794156762,2.56117388514871,-0.273450471911848,0.002846232572842,2.54572961550438,0.006376468645535,2.19541977149114,-0.188937057875296,0.059030857159368,1.2289209105467,0.160273043010123,0.795139517299283,0.061722044913232,0.018202526599705,1.73986832563295,0.059821217384792,1.22314475315495,0.086893935533603,0.213781679761049,0.67002951484094,0.404290402091464,0.393306568753372,0.084513414036552,0.000726668587083,3.13866361337385,0.001538095735956,2.81301663182754,0.33517251682508,0.008318482095061,2.07995591383914,0.023158747487652,1.63528493259187,0.36034440744545,0.001610752505588,2.79297118441905,0.003206141407961,2.4940173268531,0.250659102788528,0.010529179935942,1.97760545247684,0.033812734919794,1.47091970020324,0.275830993408898,0.509246710082664,0.293071768017656,0.625065303804682,0.204074607295197,0.025171890620371
19,FT0020,FT0020,644.618060443062,100.933807125243,,NI,100.933766400293,100.933890343975,644.177117710162,644.814100051193,3,4587;11087;16225;26924;29064;31335;35851;38176;40445;44673;46791;50921;52972;55034;57254;59390,83.93306;99.92976|445.158190061567;103.093156131334,1.0,0.007636503350894,-0.005160488341217,0.016986522744877,0.040956993324203,-0.026382105840653,0.015888310186643,0.006968280557303,-0.005669462536382,-0.008114443497874,-0.051935334152935,-0.002859617900673,-0.039299261764971,0.036303609908752,-0.042821264728302,-0.003159313760451,0.025020571926125,0.00301371123568,-0.019262391310306,-0.018290461184221,-0.01580161419558,0.009251778947843,-0.00111299866662,0.029935150606207,0.044577658428225,-0.053535180676635,-0.049550922904582,0.008532450387166,-0.007566173135159,0.017858475390318,0.078701952500709,0.028772298301572,0.034880522631074,-0.067840811066185,0.057920331969603,-0.054899956936896,0.032568619474069,0.004553759686662,0.056029767947574,-0.03989184778697,-0.018195084486136,4.0057829729663,4,0.647607052896725,4.18716268673033,3,0.730478589420655,4.15265739779031,3,0.71536523929471,3.57911026740948,4,0.416120906801008,3.66678433099448,2,0.481612090680101,0.744325265175672,0.128237239183391,0.79546055407205,0.099381351622166,-0.181379713764036,0.805360081674518,0.094009900353271,0.831789593412327,0.0799865174309,-0.146874424824016,0.476145716647161,0.322260118180166,0.630969046749429,0.199991945281452,0.426672705556811,0.661804301785063,0.179270414215387,0.751962634613204,0.123803739174942,0.338998641971816,0.938904044396535,0.027378790181707,0.966728895436872,0.014695300191391,0.03450528894002,0.275798640748154,0.559407878540991,0.316524346620162,0.499592879023797,0.608052419320847,0.414192887044404,0.382797363539838,0.492623395369197,0.307484966759049,0.520378355735852,0.335464324983451,0.474353658167501,0.369682059077093,0.43217162552341,0.573547130380827,0.500566092815883,0.300538571830652,0.597425556457355,0.22371620324008,0.485873066795833,0.904318166829586,0.043678744538001,0.93887206694922,0.027393581752259,-0.087674063584994
